VMM=0, CKTPrunning=1, PDAC=40, XADC=986, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=130, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=60, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=131, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=57, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=98, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=131, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=60, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=160, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=125, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=98, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=130, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=60, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=161, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=99, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=130, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=60, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=101, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=132, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=58, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=160, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=125, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=49, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=48, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=131, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=58, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=160, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=44, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=48, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=48, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=133, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=57, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=99, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=44, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=49, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=44, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=129, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=59, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=157, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=44, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=44, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=129, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=58, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=48, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=126, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=60, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=98, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=44, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=42, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=128, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=59, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=119, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=44, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=130, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=58, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=48, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=43, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=49, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=44, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=128, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=58, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=99, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=48, MMFE8=123
VMM=1, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=2, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=123
VMM=3, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=4, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=5, CKTPrunning=1, PDAC=40, XADC=45, MMFE8=123
VMM=6, CKTPrunning=1, PDAC=40, XADC=47, MMFE8=123
VMM=7, CKTPrunning=1, PDAC=40, XADC=46, MMFE8=123
VMM=0, CKTPrunning=1, PDAC=40, XADC=131, MMFE8=123
