VMM=0, CKTPrunning=1, PDAC=40, XADC=857, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=489, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=496, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=857, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=704, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=580, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=491, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=508, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=496, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=489, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=495, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=856, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=705, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=579, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=488, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=508, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=496, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=490, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=496, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=51, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=36, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=70, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=159, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=51, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=37, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=65, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=108, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=160, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=36, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=110, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=161, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=35, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=70, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=108, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=119, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=160, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=36, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=65, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=70, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=109, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=119, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=160, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=36, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=65, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=70, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=110, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=160, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=36, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=72, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=108, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=161, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=37, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=66, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=110, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=160, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=52, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=36, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=110, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=161, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=35, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=110, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=161, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=51, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=39, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=120, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=161, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=35, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=70, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=163, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=52, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=36, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=163, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=38, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=163, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=38, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=75, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=37, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=70, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=38, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=125, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=163, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=39, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=126, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=39, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=161, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=37, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=70, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=39, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=75, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=163, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=38, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=125, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=52, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=39, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=72, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=117, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=163, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=40, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=38, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=164, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=52, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=41, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=40, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=114, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=125, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=165, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=54, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=38, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=125, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=38, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=123, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=163, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=39, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=116, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=126, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=161, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=51, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=38, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=113, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=117, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=126, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=163, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=40, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=112, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=115, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=125, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=165, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=55, MMFE8=106
VMM=1, CKTPrunning=1, PDAC=40, XADC=40, MMFE8=106
VMM=2, CKTPrunning=1, PDAC=40, XADC=71, MMFE8=106
VMM=3, CKTPrunning=1, PDAC=40, XADC=75, MMFE8=106
VMM=4, CKTPrunning=1, PDAC=40, XADC=111, MMFE8=106
VMM=5, CKTPrunning=1, PDAC=40, XADC=117, MMFE8=106
VMM=6, CKTPrunning=1, PDAC=40, XADC=125, MMFE8=106
VMM=7, CKTPrunning=1, PDAC=40, XADC=162, MMFE8=106
VMM=0, CKTPrunning=1, PDAC=40, XADC=53, MMFE8=106
